,availability,size,total_sqft,bath,balcony,price,area_type_n,location_n
6363,1,2,1272.0,2.0,2.0,51.5,3,112
6364,1,4,1050.0,3.0,2.0,125.0,2,112
6365,0,2,625.0,2.0,1.0,24.0,3,112
6367,1,4,2502.0,4.0,2.0,180.0,3,46
6368,1,1,583.0,1.0,1.0,26.9,3,112
6369,0,2,900.0,2.0,1.0,27.0,3,112
6372,0,3,2200.0,3.0,1.0,121.0,0,64
6373,0,1,750.0,1.0,1.0,51.0,3,108
6374,1,3,1600.0,3.0,3.0,58.0,3,80
6375,1,3,1365.0,2.0,2.0,49.0,3,28
6376,0,3,1300.0,3.0,2.0,64.0,0,112
6377,1,1,1200.0,1.0,0.0,69.0,0,112
6378,1,2,1260.0,2.0,2.0,35.0,3,49
6379,1,2,1190.0,2.0,2.0,33.92,3,34
6380,1,3,2480.0,4.0,1.0,260.0,3,51
6381,0,3,1250.0,3.0,2.0,38.0,3,112
6382,1,3,1500.0,3.0,0.0,75.0,0,61
6383,1,3,1510.0,3.0,3.0,47.57,3,112
6384,0,2,1187.0,2.0,1.0,59.0,3,1
6385,1,2,1120.0,2.0,1.0,53.76,3,76
6386,0,2,1115.0,2.0,0.0,34.555,3,108
6387,1,3,1717.0,3.0,3.0,99.0,3,112
6389,1,2,1100.0,2.0,2.0,58.0,3,112
6390,1,1,1200.0,1.0,0.0,48.0,2,112
6391,1,3,1465.0,2.0,1.0,45.87,0,14
6393,1,5,4050.0,4.0,1.0,600.0,2,112
6394,1,3,1255.0,2.0,1.0,90.0,3,40
6395,1,2,1220.0,2.0,3.0,88.0,3,0
6396,0,2,1065.0,2.0,1.0,30.88,0,33
6397,1,3,1765.0,3.0,3.0,80.0,0,112
6398,1,2,1281.0,2.0,2.0,87.0,3,17
6399,1,2,1210.0,2.0,2.0,25.0,3,32
6400,1,2,1215.0,2.0,3.0,43.0,1,61
6401,1,4,1200.0,3.0,1.0,87.0,2,8
6402,1,2,1237.0,2.0,2.0,73.0,3,81
6403,1,2,1300.0,2.0,1.0,70.0,3,77
6404,1,2,1105.0,2.0,2.0,39.99,3,108
6405,1,3,1505.0,2.0,2.0,42.0,3,26
6407,1,2,1186.0,2.0,3.0,65.0,0,13
6408,1,4,900.0,3.0,1.0,51.0,2,112
6409,1,2,750.0,2.0,1.0,35.5,3,67
6410,1,2,1083.0,2.0,2.0,28.0,0,104
6411,1,3,1430.0,2.0,1.0,78.65,0,112
6412,1,2,1056.0,2.0,2.0,68.0,3,100
6413,1,3,2108.0,3.0,3.0,85.0,3,112
6414,1,3,1650.0,3.0,2.0,101.0,3,13
6415,0,3,1220.0,3.0,1.0,36.6,0,33
6416,1,2,1198.0,2.0,1.0,54.0,3,112
6417,1,2,1190.0,2.0,1.0,70.0,3,112
6418,0,2,900.0,2.0,1.0,41.0,0,112
6419,0,4,2690.0,4.0,2.0,185.0,3,112
6420,1,2,1340.0,2.0,2.0,65.0,0,64
6422,1,6,2400.0,6.0,1.0,400.0,2,112
6424,0,2,1260.0,2.0,2.0,59.2,3,109
6425,0,3,2254.0,3.0,2.0,153.0,3,99
6427,1,4,1800.0,5.0,1.0,250.0,0,112
6428,1,2,820.0,2.0,1.0,45.0,0,55
6429,1,2,1296.0,2.0,2.0,65.0,3,32
6430,1,2,1190.0,2.0,1.0,53.55,3,103
6431,0,2,1173.0,2.0,1.0,77.0,3,108
6432,0,3,1800.0,3.0,2.0,90.0,2,112
6433,1,2,1102.0,2.0,0.0,52.0,0,109
6434,1,2,913.0,2.0,1.0,36.0,3,94
6435,0,3,1176.0,2.0,1.0,35.27,3,49
6438,0,2,1519.0,2.0,3.0,65.0,3,109
6440,0,3,1594.0,3.0,2.0,99.0,3,112
6441,1,2,1250.0,2.0,1.0,68.0,3,112
6442,1,2,1056.0,2.0,1.0,60.0,3,40
6443,0,3,1200.0,3.0,1.0,68.4,2,108
6444,1,2,1290.0,1.0,0.0,77.5,2,112
6445,1,2,1150.0,2.0,1.0,48.0,0,112
6446,1,2,1464.0,2.0,1.0,145.0,3,112
6447,1,4,1200.0,2.0,1.0,36.0,2,9
6448,1,2,861.0,2.0,0.0,36.5,0,112
6449,1,2,1047.0,2.0,1.0,82.62,3,76
6450,1,2,1200.0,2.0,0.0,75.0,2,112
6452,1,2,1065.0,2.0,1.0,45.0,0,112
6453,1,3,2300.0,3.0,3.0,369.0,0,90
6454,1,2,1000.0,2.0,1.0,62.0,3,92
6455,1,3,1682.0,3.0,1.0,113.0,3,112
6456,1,3,1756.0,3.0,2.0,131.0,3,41
6457,1,5,4000.0,4.0,2.0,1000.0,2,112
6458,1,4,1050.0,4.0,2.0,90.0,3,112
6459,1,2,1238.0,2.0,1.0,67.32,3,107
6460,1,2,814.0,2.0,1.0,42.0,3,112
6461,1,2,1145.0,2.0,1.0,46.5,0,30
6462,1,2,965.0,2.0,1.0,34.0,3,104
6463,1,2,750.0,2.0,1.0,36.0,3,112
6464,1,3,1300.0,2.0,2.0,55.0,0,13
6465,0,3,1590.0,3.0,3.0,131.0,3,112
6466,0,1,644.0,1.0,1.0,40.0,3,16
6467,0,2,982.0,2.0,1.0,37.0,3,108
6468,1,2,1260.0,2.0,2.0,100.0,3,54
6469,1,3,1555.0,3.0,2.0,75.17,3,112
6470,1,4,2500.0,4.0,1.0,450.0,0,112
6471,0,2,1225.0,2.0,2.0,48.0,3,61
6472,1,2,1085.0,2.0,1.0,46.0,3,34
6473,1,3,1640.0,3.0,2.0,220.0,3,90
6474,0,3,1595.0,3.0,1.0,110.0,0,100
6475,1,2,1196.0,2.0,2.0,40.44,3,89
6476,0,3,1859.0,3.0,1.0,108.0,3,109
6477,0,2,1079.0,2.0,1.0,60.0,3,3
6478,1,2,550.0,1.0,1.0,27.0,0,112
6479,1,2,1118.0,2.0,1.0,42.0,3,108
6480,1,2,1198.0,2.0,2.0,60.0,3,25
6482,1,3,1830.0,4.0,2.0,135.0,3,101
6483,0,2,1160.0,2.0,1.0,59.0,3,112
6484,1,3,1485.0,2.0,1.0,156.0,3,112
6485,1,3,2070.0,3.0,3.0,135.0,3,112
6487,0,2,957.0,2.0,0.0,52.5,0,112
6488,1,5,2400.0,4.0,1.0,310.0,2,112
6489,0,2,1268.0,2.0,1.0,69.0,3,14
6490,1,3,1450.0,2.0,2.0,87.0,3,14
6491,1,3,1600.0,2.0,2.0,75.0,0,112
6492,1,3,1330.0,2.0,1.0,57.0,3,103
6493,1,3,1355.0,2.0,2.0,65.0,3,56
6495,1,2,1100.0,2.0,1.0,38.49,3,112
6497,1,2,1075.0,2.0,1.0,46.76,3,28
6498,1,2,800.0,2.0,1.0,55.0,3,112
6500,1,2,900.0,1.0,1.0,44.0,0,112
6501,1,2,1140.0,2.0,1.0,42.0,3,40
6502,1,3,1480.0,2.0,2.0,125.0,3,112
6503,0,3,1710.0,2.0,2.0,90.63,3,85
6504,0,3,2106.0,3.0,3.0,148.0,3,99
6507,1,3,800.0,3.0,2.0,120.0,2,112
6509,1,3,1660.0,2.0,2.0,116.0,3,95
6510,1,3,1549.0,3.0,2.0,80.0,3,33
6511,0,1,700.0,1.0,1.0,38.0,3,80
6512,0,2,1012.0,2.0,1.0,64.0,3,12
6514,0,2,1216.0,2.0,1.0,69.0,3,108
6515,1,2,1065.0,2.0,1.0,56.13,3,33
6516,0,3,1411.0,3.0,1.0,93.15,3,100
6517,1,2,1400.0,2.0,2.0,57.5,3,112
6518,1,3,1250.0,3.0,2.0,29.0,3,112
6519,1,2,1245.0,2.0,3.0,62.0,3,40
6520,1,2,1115.0,2.0,1.0,50.0,3,112
6521,1,2,1000.0,2.0,1.0,35.0,3,105
6522,0,3,1580.0,3.0,0.0,71.89,3,86
6523,1,3,1800.0,3.0,2.0,90.0,3,97
6524,1,2,1500.0,2.0,2.0,130.0,3,112
6526,0,3,1275.0,3.0,2.0,44.0,3,71
6527,1,3,1494.0,3.0,2.0,82.0,3,66
6528,1,3,1949.0,3.0,2.0,129.0,3,18
6529,1,2,1020.0,2.0,1.0,46.5,3,112
6530,1,2,883.0,2.0,1.0,45.0,3,81
6532,1,6,1680.0,6.0,1.0,125.0,2,103
6534,1,3,2010.0,3.0,3.0,125.0,3,112
6535,1,2,1240.0,2.0,2.0,80.0,3,111
6536,1,2,1213.0,2.0,1.0,63.0,3,112
6537,1,3,1835.0,3.0,3.0,88.0,3,44
6538,1,9,1800.0,10.0,3.0,185.0,2,112
6540,1,4,3425.0,5.0,2.0,250.0,0,108
6541,1,2,945.0,2.0,0.0,45.0,0,36
6542,1,3,1504.0,2.0,2.0,100.0,3,112
6543,1,3,1569.0,3.0,2.0,150.0,3,77
6544,1,3,1755.0,3.0,2.0,130.0,3,41
6546,0,2,1240.0,2.0,3.0,43.94,3,47
6547,0,3,1450.0,3.0,2.0,72.54,3,34
6548,1,2,1000.0,2.0,0.0,48.0,3,0
6550,1,5,2000.0,4.0,2.0,145.0,3,112
6551,1,2,1215.0,2.0,2.0,59.0,3,112
6553,1,3,1330.0,3.0,3.0,73.5,3,112
6554,0,2,1178.0,2.0,1.0,75.0,3,89
6555,0,4,1500.0,4.0,3.0,192.0,2,53
6556,1,2,2040.0,2.0,2.0,59.0,3,112
6557,0,3,2000.0,3.0,2.0,85.0,3,17
6558,0,3,1602.0,2.0,1.0,165.0,3,112
6559,1,4,1200.0,4.0,1.0,130.0,2,112
6561,1,3,1800.0,3.0,1.0,220.0,0,112
6562,1,3,2400.0,2.0,1.0,152.0,2,112
6563,1,3,1700.0,3.0,3.0,108.0,3,95
6564,1,3,1200.0,3.0,2.0,65.0,0,58
6565,1,3,1500.0,3.0,0.0,72.0,2,112
6566,1,3,1240.0,3.0,2.0,165.0,2,112
6567,1,3,3000.0,3.0,2.0,400.0,0,108
6568,1,3,1737.0,3.0,3.0,85.0,0,65
6570,1,3,1280.0,2.0,1.0,48.0,0,112
6571,1,2,1560.0,2.0,2.0,85.0,3,25
6572,1,2,883.0,2.0,1.0,44.0,3,112
6573,1,2,750.0,2.0,1.0,33.0,3,68
6574,1,4,2400.0,3.0,3.0,140.0,3,23
6575,1,2,900.0,2.0,1.0,45.0,3,112
6576,1,2,1030.0,2.0,1.0,49.35,3,49
6577,1,3,1850.0,3.0,2.0,155.0,3,1
6578,1,3,1831.0,3.0,1.0,110.0,0,46
6579,1,2,1095.0,2.0,1.0,38.33,3,112
6580,0,3,1320.0,2.0,1.0,38.13,0,33
6581,1,3,1272.5,2.0,0.0,40.72,3,95
6582,1,2,1000.0,2.0,1.0,61.0,0,1
6583,1,3,1820.0,3.0,2.0,85.4,3,24
6584,1,3,1075.0,2.0,1.0,41.0,3,19
6585,0,3,1500.0,3.0,0.0,83.0,2,98
6586,1,1,360.0,1.0,0.0,16.9,3,34
6587,1,1,925.0,1.0,0.0,40.7,3,60
6588,0,2,1140.0,2.0,1.0,70.93,3,32
6589,0,2,1145.0,2.0,2.0,58.4,3,112
6590,1,3,1862.0,3.0,3.0,120.0,3,112
6591,1,2,947.0,2.0,2.0,43.0,3,112
6593,1,3,700.0,3.0,2.0,195.0,2,112
6594,1,2,1120.0,2.0,2.0,40.0,3,62
6595,1,3,2700.0,3.0,3.0,200.0,0,112
6596,1,3,1805.0,2.0,2.0,75.0,3,61
6597,1,2,1100.0,2.0,3.0,93.0,3,15
6598,1,4,1355.0,3.0,0.0,135.0,2,112
6599,0,3,1677.0,3.0,2.0,98.0,0,112
6600,1,8,2500.0,8.0,3.0,95.0,0,112
6601,1,3,1560.0,3.0,3.0,74.0,3,103
6602,1,3,2060.0,3.0,2.0,150.0,3,112
6603,1,3,1716.0,2.0,0.0,115.0,3,70
6604,1,3,1864.0,3.0,1.0,140.0,3,41
6605,1,1,638.0,1.0,1.0,32.0,0,34
6608,0,2,937.0,2.0,1.0,30.0,3,26
6609,1,3,1490.0,2.0,1.0,115.0,0,112
6610,1,4,4856.0,5.0,3.0,410.0,3,35
6611,1,4,4003.0,6.0,1.0,525.0,2,108
6612,0,2,1100.0,2.0,1.0,37.0,3,108
6613,1,2,1000.0,2.0,2.0,48.53,3,101
6614,1,2,1060.0,2.0,1.0,37.0,3,48
6615,1,2,1047.0,2.0,1.0,91.0,3,76
6616,1,2,1200.0,2.0,2.0,80.0,0,112
6617,1,3,1420.0,2.0,2.0,75.0,3,4
6619,1,3,1550.0,3.0,1.0,59.0,3,112
6620,1,3,1555.0,3.0,3.0,82.0,3,66
6622,1,3,1553.0,3.0,3.0,68.0,3,112
6623,1,2,920.0,2.0,2.0,26.0,3,33
6624,1,3,1740.0,3.0,3.0,120.0,3,112
6625,1,3,1855.0,3.0,2.0,145.0,3,112
6626,0,3,1724.0,3.0,1.0,146.0,3,76
6627,1,2,1020.0,2.0,2.0,60.0,3,112
6628,1,6,1000.0,4.0,2.0,150.0,2,112
6629,1,3,1250.0,2.0,1.0,50.0,3,103
6630,1,3,1450.0,3.0,2.0,75.0,3,112
6631,1,2,1200.0,2.0,2.0,80.0,3,112
6632,1,2,1140.0,2.0,2.0,58.0,0,40
6633,1,5,900.0,5.0,2.0,110.0,2,112
6634,1,1,550.0,1.0,1.0,16.0,3,112
6635,0,3,1450.0,3.0,1.0,44.0,3,14
6637,0,2,700.0,2.0,1.0,35.07,3,65
6638,0,3,1200.0,3.0,1.0,56.0,2,108
6639,1,2,1050.0,2.0,1.0,45.0,3,109
6640,1,3,1600.0,3.0,3.0,69.0,3,96
6641,1,3,1625.0,2.0,3.0,75.0,3,14
6642,1,2,1492.0,2.0,2.0,65.0,3,112
6643,0,4,2856.0,5.0,0.0,157.5,3,108
6644,1,3,1489.0,2.0,3.0,82.0,3,95
6645,1,3,1560.0,2.0,2.0,62.38,3,64
6646,1,2,1140.0,2.0,2.0,42.0,3,40
6647,1,3,1431.0,3.0,2.0,65.0,3,112
6648,1,3,1682.0,3.0,1.0,114.0,3,112
6649,0,2,1198.0,2.0,1.0,86.26,3,86
6650,0,3,3664.0,3.0,2.0,325.0,2,112
6651,1,3,1550.0,2.0,2.0,69.75,3,95
6652,1,2,1026.0,2.0,1.0,45.0,3,69
6653,1,3,1260.0,2.0,2.0,52.0,0,45
6654,1,2,690.0,2.0,0.0,42.0,2,112
6655,1,1,539.0,1.0,1.0,45.0,3,95
6656,1,4,1200.0,4.0,1.0,85.0,0,112
6657,1,3,2400.0,3.0,3.0,120.0,0,10
6658,1,2,1200.0,2.0,2.0,79.55,3,112
6659,1,4,2500.0,5.0,2.0,350.0,2,76
6660,1,3,1186.0,2.0,2.0,40.0,3,95
6661,1,2,1039.0,2.0,2.0,39.5,3,100
6662,1,4,1500.0,5.0,3.0,233.0,2,112
6663,1,5,1500.0,4.0,1.0,100.0,2,36
6664,1,3,2520.0,3.0,2.0,150.0,3,79
6665,1,2,1225.0,2.0,2.0,66.5,0,23
6666,1,2,1350.0,2.0,2.0,72.0,0,20
6667,1,2,1030.0,2.0,2.0,300.0,3,112
6668,1,3,1550.0,2.0,2.0,49.6,0,108
6669,1,3,1490.0,3.0,2.0,79.0,3,47
6670,1,3,1520.0,3.0,2.0,111.0,3,112
6672,1,3,1391.0,2.0,3.0,64.5,0,112
6673,1,2,1200.0,2.0,2.0,50.0,3,88
6674,1,4,1200.0,4.0,2.0,86.0,2,112
6675,1,5,2500.0,6.0,3.0,500.0,2,112
6676,1,2,1322.0,2.0,2.0,80.0,3,109
6677,0,3,2173.0,3.0,2.0,128.0,3,108
6678,1,2,1200.0,2.0,2.0,75.0,3,95
6679,1,2,1200.0,2.0,2.0,47.0,3,112
6680,1,2,1170.0,2.0,2.0,65.0,3,81
6681,0,2,1125.0,2.0,2.0,45.56,3,112
6682,0,1,698.5,1.0,0.0,28.57,3,29
6683,1,2,1250.0,2.0,2.0,90.0,3,112
6684,0,2,1025.0,2.0,2.0,27.68,3,26
6685,1,3,1075.0,2.0,2.0,36.0,3,109
6686,1,3,1900.0,2.0,2.0,190.0,3,112
6687,1,3,1435.0,3.0,2.0,45.0,0,108
6688,0,2,1175.0,2.0,2.0,64.98,3,34
6690,1,2,900.0,2.0,1.0,33.0,0,112
6691,1,1,585.0,1.0,1.0,21.0,3,34
6692,1,4,3170.0,5.0,2.0,230.0,2,58
6693,0,3,1602.0,2.0,1.0,170.0,3,112
6694,1,2,1220.0,2.0,2.0,42.0,3,100
6695,1,3,2500.0,3.0,3.0,350.0,3,90
6696,1,3,2145.0,3.0,3.0,180.0,3,95
6697,1,2,960.0,2.0,3.0,58.0,3,14
6698,1,1,907.0,1.0,1.0,38.0,3,112
6699,1,2,1210.0,2.0,1.0,74.0,3,84
6700,1,4,900.0,4.0,1.0,150.0,2,112
6701,1,2,1230.0,2.0,2.0,70.0,3,112
6702,1,3,1350.0,2.0,1.0,75.0,3,0
6703,1,2,1150.0,2.0,2.0,58.0,3,112
6704,0,3,1404.0,2.0,0.0,53.35,3,94
6705,1,2,1050.0,2.0,3.0,48.0,3,112
6707,1,2,1285.0,2.0,2.0,56.0,3,109
6708,1,2,1018.0,2.0,1.0,50.8,3,49
6709,1,3,1200.0,3.0,2.0,57.0,2,112
6711,1,3,1600.0,3.0,3.0,95.0,3,112
6712,0,2,1480.0,2.0,1.0,80.0,3,3
6713,1,5,2500.0,7.0,0.0,125.0,0,69
6714,1,1,480.0,1.0,1.0,25.0,0,112
6715,1,3,1435.0,3.0,3.0,53.0,3,4
6716,1,1,450.0,1.0,2.0,60.0,0,112
6718,1,3,1590.0,2.0,3.0,85.0,3,25
6720,1,2,936.0,2.0,0.0,40.2,0,112
6721,1,2,1181.0,2.0,1.0,75.0,3,13
6722,0,3,1741.0,3.0,2.0,80.0,3,67
6723,0,3,1750.0,3.0,1.0,123.0,3,55
6724,1,2,1050.0,2.0,2.0,42.7,3,112
6725,0,2,1027.0,2.0,1.0,60.0,3,102
6726,1,2,596.0,2.0,1.0,22.0,0,112
6727,1,4,3463.0,6.0,0.0,310.0,0,112
6728,1,3,1600.0,3.0,2.0,70.0,0,112
6730,1,2,1000.0,2.0,1.0,60.0,3,93
6731,0,2,1120.0,2.0,2.0,44.24,3,104
6732,1,2,1200.0,2.0,0.0,85.0,2,112
6733,0,2,1200.0,2.0,2.0,35.0,3,112
6734,1,3,1570.0,3.0,2.0,110.0,3,112
6735,1,3,1500.0,3.0,1.0,135.0,3,70
6736,1,2,1315.0,2.0,2.0,140.0,0,35
6737,0,2,1140.0,2.0,1.0,33.84,3,33
6738,1,2,1105.0,2.0,2.0,90.0,3,13
6739,0,2,1200.0,2.0,1.0,34.65,0,32
6740,0,1,905.0,1.0,1.0,62.0,3,108
6741,1,4,2400.0,4.0,0.0,350.0,2,39
6742,1,2,1185.0,2.0,1.0,50.0,3,74
6743,1,2,1083.0,2.0,1.0,100.0,3,70
6744,1,3,1458.0,3.0,2.0,60.0,3,112
6745,1,3,1555.0,3.0,2.0,75.0,3,49
6746,1,2,1200.0,2.0,2.0,45.0,0,112
6747,1,2,1308.0,2.0,1.0,58.86,3,95
6748,1,2,1024.0,2.0,2.0,44.0,3,73
6750,1,3,1450.0,3.0,1.0,75.0,3,64
6751,1,3,1639.0,3.0,3.0,120.0,3,112
6753,0,2,1232.0,2.0,1.0,87.0,3,46
6754,1,3,1719.0,3.0,1.0,184.0,3,66
6755,0,2,975.0,2.0,1.0,24.86,3,26
6757,1,2,1230.0,2.0,1.0,79.0,3,56
6758,1,4,1350.0,4.0,2.0,140.0,2,112
6759,1,2,1076.0,2.0,2.0,67.0,3,59
6760,1,7,2400.0,7.0,1.0,125.0,0,75
6761,1,3,995.0,2.0,2.0,34.82,3,112
6762,1,3,2120.0,3.0,2.0,177.0,3,112
6765,1,2,1096.0,2.0,2.0,40.55,3,32
6766,1,2,1107.83,2.0,1.0,41.51,3,48
6767,1,1,505.0,1.0,0.0,85.0,0,112
6768,1,2,1320.0,2.0,2.0,115.0,3,95
6769,0,3,1431.5,3.0,0.0,72.02,3,2
6770,0,2,1320.0,2.0,1.0,99.26,3,108
6771,1,3,2901.0,4.0,2.0,190.0,3,108
6772,1,3,1315.0,2.0,2.0,65.0,0,112
6773,1,2,1000.0,2.0,1.0,44.0,3,112
6774,1,3,1596.0,3.0,3.0,79.8,3,51
6776,1,4,2403.0,4.0,2.0,270.0,2,108
6777,0,3,1350.0,3.0,2.0,47.25,3,84
6779,0,2,1175.0,2.0,2.0,79.0,3,112
6780,1,2,921.0,2.0,1.0,29.47,3,99
6781,1,4,4000.0,4.0,2.0,1100.0,0,79
6782,1,3,1713.0,3.0,3.0,125.0,3,112
6783,1,2,1200.0,2.0,0.0,43.0,0,112
6784,1,3,1900.0,4.0,1.0,90.0,0,2
6785,1,3,1664.0,3.0,2.0,68.0,3,74
6786,0,3,1795.0,3.0,2.0,139.0,3,112
6787,1,1,600.0,1.0,1.0,19.5,0,112
6788,1,2,1240.0,2.0,3.0,65.0,0,47
6789,1,3,1965.0,4.0,2.0,132.0,3,44
6790,1,3,600.0,4.0,0.0,99.0,2,112
6791,1,4,4111.0,4.0,1.0,370.0,2,94
6792,0,2,1200.0,2.0,2.0,59.76,3,34
6793,1,2,1112.0,2.0,3.0,68.0,3,112
6794,1,3,3000.0,3.0,2.0,60.0,0,89
6795,1,2,1136.0,2.0,3.0,64.5,3,78
6796,1,2,914.0,2.0,2.0,55.0,3,58
6797,1,3,1270.0,2.0,1.0,50.79,3,112
6798,1,2,1050.0,2.0,2.0,47.25,3,88
6799,1,3,1385.0,2.0,2.0,68.5,3,80
6800,1,2,990.0,2.0,3.0,35.0,3,112
6801,1,2,845.0,2.0,2.0,43.0,0,109
6802,0,2,1485.0,2.0,1.0,96.51,3,108
6803,1,3,1460.0,2.0,3.0,43.79,3,64
6804,1,2,1450.0,2.0,1.0,57.0,3,100
6805,1,3,1360.0,2.0,1.0,53.0,0,39
6806,1,2,1375.0,2.0,3.0,58.0,0,112
6807,1,2,1125.0,2.0,1.0,48.0,3,103
6808,1,1,720.0,1.0,1.0,60.0,3,13
6809,1,3,1460.0,2.0,2.0,100.0,3,1
6810,1,2,1107.0,2.0,2.0,40.0,0,112
6811,1,2,1158.0,2.0,3.0,75.0,0,112
6812,1,2,800.0,1.0,1.0,30.0,3,112
6814,1,3,1760.0,3.0,2.0,128.0,3,18
6815,1,4,3200.0,4.0,2.0,200.0,2,112
6816,0,2,600.0,3.0,2.0,145.0,2,112
6817,1,3,1350.0,3.0,1.0,60.0,0,98
6819,0,2,1125.0,2.0,1.0,32.49,0,112
6820,1,3,1706.0,3.0,3.0,154.0,3,35
6821,1,3,1600.0,3.0,2.0,112.0,3,112
6822,1,2,1200.0,2.0,0.0,90.0,3,112
6823,1,3,1755.0,3.0,3.0,101.0,3,108
6824,1,2,1200.0,2.0,1.0,50.0,3,53
6825,1,2,1200.0,2.0,2.0,67.0,3,112
6826,1,2,1266.67,2.0,0.0,69.0,3,112
6827,1,3,1800.0,3.0,2.0,90.0,3,112
6828,1,3,1200.0,4.0,1.0,275.0,2,112
6829,0,3,1300.0,3.0,2.0,64.0,3,112
6830,1,3,800.0,3.0,3.0,60.0,2,112
6831,1,4,4800.0,5.0,2.0,550.0,2,108
6832,0,2,1029.5,2.0,0.0,50.855,3,81
6833,1,2,1128.0,2.0,2.0,40.0,3,89
6834,1,2,2000.0,2.0,1.0,160.0,2,112
6835,0,2,1210.0,2.0,1.0,80.0,3,86
6836,0,4,2710.0,6.0,2.0,142.0,3,112
6837,1,2,1151.0,2.0,2.0,39.0,3,89
6840,1,2,1017.0,2.0,2.0,27.0,3,32
6841,1,2,920.0,2.0,1.0,40.0,0,95
6842,1,4,1200.0,3.0,1.0,180.0,2,112
6843,1,5,1000.0,5.0,2.0,140.0,2,112
6844,1,3,1750.0,3.0,3.0,86.5,3,112
6845,1,2,1163.0,2.0,1.0,65.0,0,112
6846,1,3,1650.0,3.0,3.0,110.0,3,1
6847,1,3,1800.0,3.0,3.0,95.0,3,112
6848,1,2,1100.0,2.0,1.0,58.0,3,25
6849,1,2,1200.0,2.0,2.0,60.0,0,87
6850,1,3,1410.0,3.0,2.0,65.0,3,112
6851,0,3,1933.0,3.0,2.0,98.0,3,16
6852,1,2,1200.0,2.0,2.0,45.6,3,16
6853,1,3,1608.0,2.0,3.0,63.0,3,108
6854,1,4,2679.0,5.0,2.0,280.0,2,112
6855,1,2,1156.0,2.0,2.0,46.9,3,112
6856,0,2,1230.0,2.0,0.0,75.0,2,112
6857,1,1,770.0,1.0,1.0,43.82,3,66
6858,1,3,1777.26,3.0,2.0,105.0,3,112
6859,1,2,1339.0,2.0,2.0,85.0,3,65
6860,0,3,3044.0,3.0,2.0,183.0,0,95
6861,1,2,1080.0,2.0,2.0,44.8,0,112
6862,1,8,3150.0,5.0,2.0,145.0,1,112
6863,1,2,2400.0,2.0,2.0,135.0,2,112
6864,1,3,1450.0,3.0,3.0,72.0,0,53
6865,0,2,1075.0,2.0,2.0,53.0,3,72
6866,1,3,1163.0,2.0,2.0,62.0,3,95
6867,1,2,1200.0,2.0,0.0,65.0,0,98
6868,1,8,1200.0,8.0,1.0,135.0,2,112
6870,1,2,1299.0,2.0,1.0,100.0,0,42
6872,1,2,1170.0,2.0,2.0,75.0,3,112
6874,1,4,2600.0,4.0,3.0,175.0,3,109
6875,1,2,1140.0,2.0,1.0,43.32,3,59
6876,1,3,1900.0,3.0,3.0,125.0,3,65
6877,0,2,1090.0,2.0,1.0,31.48,0,22
6878,1,2,1110.0,2.0,1.0,39.95,3,32
6879,0,1,705.0,1.0,1.0,57.0,3,112
6880,1,2,1089.0,2.0,1.0,60.0,3,112
6881,1,2,880.0,2.0,1.0,48.0,2,112
6882,1,2,1080.0,2.0,2.0,32.0,0,112
6883,0,2,1093.0,2.0,1.0,68.1,3,100
6884,0,3,1480.0,3.0,1.0,75.48,3,112
6885,1,3,1703.0,3.0,2.0,125.0,3,44
6886,1,2,1200.0,2.0,1.0,60.0,3,42
6887,1,3,1690.0,3.0,2.0,116.0,3,80
6888,1,2,1305.0,2.0,1.0,78.0,3,109
6889,0,3,1257.0,2.0,2.0,40.22,3,99
6890,1,2,1150.0,2.0,2.0,45.0,3,112
6891,1,2,1194.0,2.0,0.0,55.0,3,112
6892,1,3,2000.0,3.0,1.0,90.0,0,112
6893,1,3,1500.0,4.0,1.0,99.0,2,9
6894,1,2,1025.0,2.0,0.0,42.5,0,112
6895,1,2,980.0,2.0,1.0,38.19,0,48
6896,1,3,1200.0,2.0,1.0,100.0,2,51
6897,1,3,2225.0,3.0,1.0,149.0,3,108
6898,1,2,1022.0,2.0,2.0,57.0,3,112
6899,1,4,882.0,3.0,0.0,72.0,2,112
6900,1,2,1153.0,2.0,2.0,45.0,0,112
6901,1,2,1175.0,2.0,2.0,60.0,3,112
6902,1,3,1560.0,3.0,3.0,68.0,0,105
6903,1,1,650.0,1.0,1.0,17.0,0,110
6904,1,3,600.0,3.0,2.0,65.0,2,112
6905,1,2,1350.0,3.0,2.0,55.0,3,112
6906,1,2,1200.0,2.0,1.0,76.0,2,112
6907,1,2,1200.0,1.0,1.0,54.0,3,112
6908,1,2,800.0,2.0,1.0,25.0,3,26
6909,0,4,2093.0,4.0,1.0,104.0,3,32
6910,0,3,1320.0,2.0,2.0,55.44,3,103
6911,1,2,1275.0,2.0,1.0,73.0,3,14
6912,1,2,1215.0,2.0,2.0,43.13,3,16
6914,1,3,1444.0,2.0,2.0,71.5,3,16
6915,1,2,950.0,2.0,2.0,38.0,3,112
6917,1,3,1240.0,2.0,2.0,59.52,3,112
6918,1,4,600.0,4.0,2.0,125.0,2,112
6919,1,2,1231.0,2.0,2.0,50.0,3,45
6920,1,2,1300.0,2.0,1.0,120.0,3,112
6921,0,3,1713.0,3.0,2.0,110.0,3,111
6924,1,3,1310.0,2.0,0.0,46.0,0,112
6925,1,2,790.0,2.0,1.0,49.5,3,57
